"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib","plugin","pluginse","onestep","onestepse","plugin_adapt","pluginse_adapt","onestep_adapt","onestepse_adapt"
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.04469052720705,0.0414172655326494,2.42120808427816,1.36940849970372,1.58050017073521,0.0409000225020262,-0.536895115623415,1.55812425228452
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.3113405735734,0.0366425240148535,1.46418178443451,0.77750222888279,2.23675407784816,0.0321340707407577,3.65368549332137,1.05051683471546
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.25730556073269,0.0571977458515137,3.72814855158495,1.36769461690186,2.24364356491911,0.0464907562666408,2.48452978852528,1.07692075320689
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.20295281440875,0.042539756311073,1.3160641315768,0.949111066000468,1.708889639575,0.0497703861175975,0.45731479624971,1.09034108639467
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.87345729875099,0.0597742867489007,2.25127080271951,0.905451682892078,1.88862397403152,0.0606217370353401,3.32865942506119,0.681663971505639
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.35093474109498,0.0394804145575226,2.97844201008147,0.687068028807072,2.43271831210568,0.0408119043494274,2.43700262371175,0.751488393950919
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.83417679920947,0.0538036993411534,4.43382569067216,2.28413395135817,2.40520120569693,0.0436795374201607,3.22062697225604,0.87730812730967
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.72958349920357,0.0322970307656088,-0.510192665691404,1.31750817778106,1.99579925673517,0.0316742781929528,3.42269518285537,0.686355378288113
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.6913404575604,0.0289424591438416,2.09627665795124,0.764018876678181,1.65760874240407,0.0267815629692113,3.05150616134369,0.558198516438498
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.60926813983565,0.055809004552712,4.31900903894592,0.629540152861329,2.35424652727953,0.0446304324120906,2.64922251556506,0.659633253021883
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.34977956004811,0.0413036184129835,3.13679761415533,0.694202289953086,1.38103851876748,0.0394855202915073,3.0541985446819,0.810531558759764
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.58581324433317,0.053229132212343,4.46426563292545,0.774340062970358,2.72565767723693,0.0509661696207315,3.29083928032452,0.572654945542031
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.19983804899428,0.0543564222215407,3.30748727980326,0.674299143983287,2.04289493108525,0.0471426571747394,2.92712104050839,0.566726245510502
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.13301687898024,0.0442718255446349,3.71872125715663,0.441898193470236,2.07611527381273,0.0402958185418964,3.18953310133697,0.578189574819537
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.98369947209465,0.0418398106381163,1.85815930114421,0.661483703943659,1.93914684299526,0.041940904087298,2.81378565362358,0.626596285341922
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.99188690789254,0.0514777678253787,2.22168222977985,0.917045999556051,2.8404207452965,0.0555106308256268,3.4200992767984,0.699072293402962
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.184761932042,0.0598533442798995,3.7949258172204,1.47736978785414,2.33430616850976,0.0522946511913816,3.02895405370611,0.613080898984348
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.62917713444344,0.0419815163380045,1.85003882280444,0.836542066593498,1.98916363396129,0.0468247352248661,2.68934324542706,0.629881282344953
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.79816810763592,0.050910395804045,3.3726701704003,1.03174050369501,1.99254311476303,0.0542683801452382,3.58307627659702,0.631009170147804
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.17986616574929,0.0763029286275064,2.35892948591083,0.785879625395242,2.56261119985254,0.0691667179904434,3.75510860713524,0.586063097791649
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.37493673117466,0.0429677215140467,2.2927694624284,0.69136027434373,1.97905043293757,0.0408876438496716,2.01590975902788,0.511613350358927
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.3067412673857,0.0791632114949401,3.12922412385792,0.684792061940561,2.20441425933872,0.059255632573313,3.96484461087319,0.638326643691482
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.67361255282234,0.0497558242764265,3.27690104237625,0.765539401213415,2.20566787225789,0.0427381624319213,3.22572806228919,0.516758138407551
